vid,sample_name,fid,exp,iou
S_NJKy7Aoto_266000_276000,S_NJKy7Aoto_266000_276000_tabla_3,1,The sounding object on the left of the sounding sitar.,0.2469179314213025
eK12jfQSnRQ_90000_100000,eK12jfQSnRQ_90000_100000_saxophone_6,0,The sounding object to the right of the cello.,0.2499742196943418
LOFX2UVozf8_80000_90000,LOFX2UVozf8_80000_90000_handpan_5,1,The sounding entity in front of the man.,0.2503812098634539
eK12jfQSnRQ_90000_100000,eK12jfQSnRQ_90000_100000_saxophone_4,0,The instrument being played by the man_emitting sound.,0.2506664761862761
LOFX2UVozf8_80000_90000,LOFX2UVozf8_80000_90000_handpan_4,1,The object being played by a man.,0.2506703830146578
S_NJKy7Aoto_213000_223000,S_NJKy7Aoto_213000_223000_tabla_1,1,The object making a sound by being played by the man on the left.,0.2509379819218408
oaYIWYXFMqY_70000_80000,oaYIWYXFMqY_70000_80000_bass_1,0,The bass being held by a man.,0.2513514211348665
JXlgmoBDgj0_171000_181000,JXlgmoBDgj0_171000_181000_handpan_3,0,The sounding object on the leg of the man.,0.2519929306601983
ZU0JSxWk1Po_2000_12000,ZU0JSxWk1Po_2000_12000_guzheng_4,1,The object being played by the woman on the right.,0.2519952570393463
3v7QC6Bl_7E_2000_12000,3v7QC6Bl_7E_2000_12000_marimba_3,0,The object that keeps making sound at all times.,0.2520208168405822
872Lwp3MOro_6000_16000,872Lwp3MOro_6000_16000_couch_6,0,The item being occupied by the woman.,0.2525682053956118
JXlgmoBDgj0_171000_181000,JXlgmoBDgj0_171000_181000_handpan_1,0,The handpan being played by a man.,0.2526235511726646
LOFX2UVozf8_80000_90000,LOFX2UVozf8_80000_90000_handpan_1,1,The object making a sound by being played by a man.,0.2530621370099185
EnMdx6V5e6A_22000_32000,EnMdx6V5e6A_22000_32000_hair-dryer_5,0,The perpetual noise-emitting object.,0.2531823256867443
oVK2QsKq8ak_186000_196000,oVK2QsKq8ak_186000_196000_man_1,1,The person in grey and playing the ukulele.,0.2535889864967824
9RjnpAQXLk8_60000_70000,9RjnpAQXLk8_60000_70000_harp_2,0,The object volume is lower over the time.,0.254018429268726
RMF6sp6tWHM_100000_110000,RMF6sp6tWHM_100000_110000_handpan_6,0,The object with the fastest rhythm.,0.2540303497490304
oP550FUJxUA_16000_26000,oP550FUJxUA_16000_26000_tabla_1,1,The object making a sound by being played by the man on the left.,0.2544946978773152
oP550FUJxUA_16000_26000,oP550FUJxUA_16000_26000_tabla_2,1,The object making a sound by being played by the man wearing glasses.,0.2558569199633841
LOFX2UVozf8_80000_90000,LOFX2UVozf8_80000_90000_handpan_2,1,The sounding object in front of the man.,0.2560346076181709
zM7QopQ3MgI_499000_509000,zM7QopQ3MgI_499000_509000_sitar_5,0,The object with the slowest tempo.,0.2565374738936373
OPVEPq_r-vk_211000_221000,OPVEPq_r-vk_211000_221000_cello_5,0,The sounding entity near the woman.,0.2571203802374368
U1dZX1ReD88_48000_58000,U1dZX1ReD88_48000_58000_cello_4,0,The sounding object to the right of the saxophone.,0.258154853700016
RMF6sp6tWHM_100000_110000,RMF6sp6tWHM_100000_110000_handpan_5,0,The object producing sound continuously.,0.2586046992221326
EnMdx6V5e6A_22000_32000,EnMdx6V5e6A_22000_32000_hair-dryer_4,0,The source of the audio.,0.2586720445005741
p2u4OJKqMxE_130000_140000,p2u4OJKqMxE_130000_140000_cello_3,1,the cello.,0.259332598799742
eK12jfQSnRQ_90000_100000,eK12jfQSnRQ_90000_100000_saxophone_1,0,The object making a sound by being played by the man.,0.2601427620966136
bELyeHxF7eA_42000_52000,bELyeHxF7eA_42000_52000_violin_6,1,The item producing the most pronounced sound.,0.2603725306848606
2wmxck5D9Vw_102000_112000,2wmxck5D9Vw_102000_112000_cello_1,1,The sounding object on the right of the violin.,0.2620728248572937
dVa49WwXzr8_1023000_1033000,dVa49WwXzr8_1023000_1033000_marimba_3,1,The object making a sound by being beaten with sticks.        ,0.2621502610636238
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_woman_5,0,The object emitting intermittent sounds.,0.2623889912028565
RMF6sp6tWHM_100000_110000,RMF6sp6tWHM_100000_110000_handpan_3,0,The object making the fastest rhythm.,0.2629575900999245
Ow9uE_v2AEg_28000_38000,Ow9uE_v2AEg_28000_38000_piano_2,3,The piano being played by a woman.,0.263073935042404
QHcG-FDM75Q_113000_123000,QHcG-FDM75Q_113000_123000_cello_4,1,The entity producing the shortest sound duration.,0.2632094499137828
S_NJKy7Aoto_266000_276000,S_NJKy7Aoto_266000_276000_tabla_6,1,The sounding object to the left of the sounding sitar.,0.2638042687676404
S_NJKy7Aoto_213000_223000,S_NJKy7Aoto_213000_223000_tabla_3,1,The sounding object near the man on the left.,0.2655087206612531
JVjDa0NmfeE_173000_183000,JVjDa0NmfeE_173000_183000_cat_2,1,The white cat.,0.2655137987192408
dVa49WwXzr8_1023000_1033000,dVa49WwXzr8_1023000_1033000_marimba_5,1,The sounding object near the standing man.,0.2655297418529993
S_NJKy7Aoto_213000_223000,S_NJKy7Aoto_213000_223000_tabla_4,1,The object being played by the man on the left.,0.265826859192612
oP550FUJxUA_16000_26000,oP550FUJxUA_16000_26000_tabla_4,1,The instrument being played by the man on the left.,0.2671907973077415
S_NJKy7Aoto_266000_276000,S_NJKy7Aoto_266000_276000_tabla_5,1,The object being played by the man on the left.,0.2681595348229139
oP550FUJxUA_16000_26000,oP550FUJxUA_16000_26000_tabla_5,1,The instrument being played by the man wearing glasses.,0.2682235916062348
3v7QC6Bl_7E_2000_12000,3v7QC6Bl_7E_2000_12000_marimba_1,0,The sounding object.,0.2697467063966076
EnMdx6V5e6A_22000_32000,EnMdx6V5e6A_22000_32000_hair-dryer_1,0,The sounding object.,0.2698194318757634
JXlgmoBDgj0_171000_181000,JXlgmoBDgj0_171000_181000_handpan_2,0,The object making a sound by being played by the man.,0.2701005440978808
UYUH7Jmfp3g_76000_86000,UYUH7Jmfp3g_76000_86000_tabla_2,1,The sounding object on the left of the sitar.,0.2729097413309124
FLqDjfVyBUg_10000_20000,FLqDjfVyBUg_10000_20000_ukulele_4,1,The object with the fastest rhythm.,0.2735875977139478
UYUH7Jmfp3g_76000_86000,UYUH7Jmfp3g_76000_86000_tabla_3,1,The object making a sound by being played by the man on the left.,0.2737676155178793
dVa49WwXzr8_1023000_1033000,dVa49WwXzr8_1023000_1033000_marimba_1,1,The object making a sound by being played by the man standing.,0.2748545490503874
OPVEPq_r-vk_211000_221000,OPVEPq_r-vk_211000_221000_cello_6,0,The sounding entity in front of the woman.,0.2752392184622272
topmJqYT-Ts_1000_11000,topmJqYT-Ts_1000_11000_cello_5,1,The initial sounding object.,0.2755365278780929
dRa7aBGnStU_82000_92000,dRa7aBGnStU_82000_92000_handpan_1,1,The object making a sound by being played by the man on the left.,0.2765540358880035
W5yveLPTD04_211000_221000,W5yveLPTD04_211000_221000_cello_2,1,The sounding object on the left of the saxophone.,0.2766223110864296
ZU0JSxWk1Po_2000_12000,ZU0JSxWk1Po_2000_12000_guzheng_6,1,The object being played by the woman wearing trousers.,0.2767856166542458
Bq_d0kJRs4k_136000_146000,Bq_d0kJRs4k_136000_146000_dog_2,0,The first object to make a sound.,0.2773729082990372
UYUH7Jmfp3g_13000_23000,UYUH7Jmfp3g_13000_23000_tabla_6,1,The sounding object far from the man in black.,0.2784948938946218
oVK2QsKq8ak_186000_196000,oVK2QsKq8ak_186000_196000_man_4,1,The individual in gray playing the ukulele.,0.278585728172918
OPVEPq_r-vk_211000_221000,OPVEPq_r-vk_211000_221000_cello_1,0,The object making a sound by being played by the womam.,0.2805141173977216
p2u4OJKqMxE_130000_140000,p2u4OJKqMxE_130000_140000_cello_2,1,The object making a sound by being played by the man with long hair.,0.2821053018518387
p2u4OJKqMxE_130000_140000,p2u4OJKqMxE_130000_140000_cello_1,1,The object making a sound by being played by the man in the middle.,0.2824175308728919
JXlgmoBDgj0_171000_181000,JXlgmoBDgj0_171000_181000_handpan_5,0,The object being played by the man_generating sound.,0.2825457672330219
LFs44HbaTr8_46000_56000,LFs44HbaTr8_46000_56000_guzheng_1,1,The object making the loudest sound.,0.2841023636547429
oVK2QsKq8ak_186000_196000,oVK2QsKq8ak_186000_196000_ukulele_5,2,The instrument being played by the man_emitting sound.,0.2859650222216358
UYUH7Jmfp3g_13000_23000,UYUH7Jmfp3g_13000_23000_tabla_1,1,the object making a sound by being played by the person on the left.,0.2862831760832554
UYUH7Jmfp3g_13000_23000,UYUH7Jmfp3g_13000_23000_tabla_2,1,The object making a sound by being played by the man on the left.,0.2863322849259187
79T0FclnIDw_0_10000,79T0FclnIDw_0_10000_boy_3,0,The first object to make a sound.,0.2870494276863805
OPVEPq_r-vk_211000_221000,OPVEPq_r-vk_211000_221000_cello_4,0,The entity producing sound through being played by the woman.,0.2873726541383906
OPVEPq_r-vk_211000_221000,OPVEPq_r-vk_211000_221000_cello_3,0,The sounding object in front of the woman.,0.2875668647813736
2QAev97bk0c_75000_85000,2QAev97bk0c_75000_85000_pipa_2,5,The object making a sound by being played by the woman in green.,0.2888997795209836
CEyVVscBBg8_13000_23000,CEyVVscBBg8_13000_23000_violin_1,1,the object making a sound by being played by the person on the right.,0.2889317409188214
eK12jfQSnRQ_90000_100000,eK12jfQSnRQ_90000_100000_saxophone_2,0,The sounding object near the man.,0.2890115878770135
UYUH7Jmfp3g_13000_23000,UYUH7Jmfp3g_13000_23000_tabla_4,1,The object being played by the person on the left.,0.2902165040948972
dUcOkRkz6bA_387000_397000,dUcOkRkz6bA_387000_397000_bass_5,3,The bass situated in front of the drum.,0.2907580591333286
CEyVVscBBg8_13000_23000,CEyVVscBBg8_13000_23000_violin_2,1,The object making a sound by being played by the woman.,0.2914191232428235
UYUH7Jmfp3g_76000_86000,UYUH7Jmfp3g_76000_86000_tabla_5,1,The sounding object to the left of the sitar.,0.2914294124105311
79T0FclnIDw_0_10000,79T0FclnIDw_0_10000_boy_2,0,The object making a sound by talking to the woman.,0.2916719431448721
CEyVVscBBg8_13000_23000,CEyVVscBBg8_13000_23000_violin_4,1,The object being played by the individual on the right.,0.2918826194404414
pG1aSAUbf4I_150000_160000,pG1aSAUbf4I_150000_160000_handpan_4,0,Near the man in the black hat_the sounding object rested.,0.291993300084976
S_NJKy7Aoto_266000_276000,S_NJKy7Aoto_266000_276000_tabla_2,1,The object making a sound by being played by the man on the left.,0.2920502689700122
CEyVVscBBg8_13000_23000,CEyVVscBBg8_13000_23000_violin_5,1,The object being played by the woman.,0.2922310328268816
ZU0JSxWk1Po_2000_12000,ZU0JSxWk1Po_2000_12000_guzheng_1,1,The object making a sound by being played by the woman on the right.,0.2929368799448767
948s7w-mFs8_457000_467000,948s7w-mFs8_457000_467000_razor_6,0,The object emitting the most intense sound.,0.2947414482637838
56_Unf49ZyM_27000_37000,56_Unf49ZyM_27000_37000_pipa_3,0,The sounding object near the woman on the left.,0.2968945492480598
LdB5pW9c_N4_477000_487000,LdB5pW9c_N4_477000_487000_sitar_6,0,The object being played by the man wearing a cap.,0.2972646871105673
LdB5pW9c_N4_477000_487000,LdB5pW9c_N4_477000_487000_sitar_5,0,The object being played by the individual on the right.,0.2974482061733262
UYUH7Jmfp3g_76000_86000,UYUH7Jmfp3g_76000_86000_tabla_6,1,The object being played by the man on the left.,0.2980971419254977
UYUH7Jmfp3g_76000_86000,UYUH7Jmfp3g_76000_86000_tabla_4,1,The object being played by the man in white.,0.2982220979707669
2wmxck5D9Vw_102000_112000,2wmxck5D9Vw_102000_112000_cello_4,1,The sounding entity to the right of the violin.,0.2998554372722756
LdB5pW9c_N4_477000_487000,LdB5pW9c_N4_477000_487000_sitar_3,0,The object making a sound by being played by the man wearing a cap.,0.3001139929912637
LdB5pW9c_N4_477000_487000,LdB5pW9c_N4_477000_487000_sitar_2,0,The object making a sound by being played by the person on the right.,0.3001615176340407
UYUH7Jmfp3g_13000_23000,UYUH7Jmfp3g_13000_23000_tabla_3,1,The sounding object far the man in black.,0.3002398121803493
ZU0JSxWk1Po_2000_12000,ZU0JSxWk1Po_2000_12000_guzheng_3,1,The object making a sound by being played by the woman wearing trousers.,0.3011284927967189
UYUH7Jmfp3g_76000_86000,UYUH7Jmfp3g_76000_86000_tabla_1,1,The object making a sound by being played by the man in white.,0.3026849872965848
RMF6sp6tWHM_100000_110000,RMF6sp6tWHM_100000_110000_handpan_2,0,The object that keeps making sound at all times.,0.3043220571809149
56_Unf49ZyM_27000_37000,56_Unf49ZyM_27000_37000_pipa_6,0,The sounding entity near the woman on the left.,0.3047946573047854
UYUH7Jmfp3g_13000_23000,UYUH7Jmfp3g_13000_23000_tabla_5,1,The object being played by the man on the left.,0.3048201928061527
oyi5pKPwz9Q_3000_13000,oyi5pKPwz9Q_3000_13000_violin_1,1,The instrument that didn't make any sound.,0.3057589910795057
oyi5pKPwz9Q_3000_13000,oyi5pKPwz9Q_3000_13000_violin_3,1,The instrument that didn't make any sound.,0.3057589910795057
zPMUL7f4OOU_420000_430000,zPMUL7f4OOU_420000_430000_cello_3,0,The object making a sound by being played by the man on the far right.,0.3062632220455868
rozFJYWrLj0_120000_130000,rozFJYWrLj0_120000_130000_guitar_1,2,The object making a sound by being played by the man on the left,0.3064143730357566
56_Unf49ZyM_27000_37000,56_Unf49ZyM_27000_37000_pipa_4,0,The object being played by the woman on the left.,0.306897598534096
sjIEiu_ovKc_470000_480000,sjIEiu_ovKc_470000_480000_woman_1,1,The first object to make a sound.,0.3079320559581875
DOe5REXClL8_60000_70000,DOe5REXClL8_60000_70000_accordion_6,3,The item held by the man.,0.3096851739037418
AxjZti5_t94_42000_52000,AxjZti5_t94_42000_52000_guzheng_4,3,The object being played by the woman seated on the right.,0.3108011449179711
AxjZti5_t94_42000_52000,AxjZti5_t94_42000_52000_pipa_4,0,The sounding object to the left of the guzheng.,0.3133184971518806
56_Unf49ZyM_27000_37000,56_Unf49ZyM_27000_37000_pipa_5,0,The object held by the individual on the left.,0.3134958058714773
oVK2QsKq8ak_186000_196000,oVK2QsKq8ak_186000_196000_girl_4,0,The object emitting sound through singing.,0.3139091231246791
LxIi6zy5zJ4_0_10000,LxIi6zy5zJ4_0_10000_cat_6,0,The initial sound-producing object.,0.3144263589872622
56_Unf49ZyM_27000_37000,56_Unf49ZyM_27000_37000_pipa_2,0,The object being held by the person on the left.,0.3144700099373679
BSkcM4ScyEs_150000_160000,BSkcM4ScyEs_150000_160000_couch_1,0,The object sat on by the man.,0.3149852890591517
56_Unf49ZyM_27000_37000,56_Unf49ZyM_27000_37000_pipa_1,0,The object making a sound by being played by the woman on the left.,0.3159073708201073
3v7QC6Bl_7E_2000_12000,3v7QC6Bl_7E_2000_12000_marimba_6,0,The perpetual noise-emitting object.,0.3167592317218905
7pWa_kcAoMg_49000_59000,7pWa_kcAoMg_49000_59000_cello_4,1,The object being played by the woman.,0.3178086816126828
LxIi6zy5zJ4_0_10000,LxIi6zy5zJ4_0_10000_cat_3,0,The first object to make a sound.,0.317971520820738
Ptm0GYEf4AI_40000_50000,Ptm0GYEf4AI_40000_50000_man_5,0,The entity following the saw in sound production.,0.3181338631635607
BSkcM4ScyEs_150000_160000,BSkcM4ScyEs_150000_160000_couch_3,0,The couch sat by a man.,0.3191088779426838
LxIi6zy5zJ4_0_10000,LxIi6zy5zJ4_0_10000_cat_2,0,The orange black and sounding cat.,0.3192084724198563
dUcOkRkz6bA_387000_397000,dUcOkRkz6bA_387000_397000_bass_2,3,The bass in front of the drum.,0.3204446705471594
OFgcrlxku9g_160000_170000,OFgcrlxku9g_160000_170000_cello_4,2,The entity being held by the woman.,0.3204492311833564
Ptm0GYEf4AI_40000_50000,Ptm0GYEf4AI_40000_50000_saw_1,1,The sounding saw.,0.320468763773215
pG1aSAUbf4I_150000_160000,pG1aSAUbf4I_150000_160000_handpan_1,0,The sounding object near the man wearing a black hat.,0.3209784319629851
AxjZti5_t94_42000_52000,AxjZti5_t94_42000_52000_pipa_6,0,The object emitting the most intense sound.,0.3210130185113556
sV1o5VmL-9g_824000_834000,sV1o5VmL-9g_824000_834000_man_4,0,Initiating the first sound_the sounding object stood.,0.3211503304906673
AxjZti5_t94_42000_52000,AxjZti5_t94_42000_52000_pipa_3,0,The object making the loudest sound.,0.3235882884472257
AxjZti5_t94_42000_52000,AxjZti5_t94_42000_52000_pipa_5,0,The inaugural sound-producing entity.,0.3246018199145124
RMF6sp6tWHM_100000_110000,RMF6sp6tWHM_100000_110000_handpan_1,0,The handpan being played by a man.,0.3247796255688169
2GSMIkobu5A_50000_60000,2GSMIkobu5A_50000_60000_harp_2,0,The sounding object on the left of the marimba.,0.3250589562042599
DOe5REXClL8_60000_70000,DOe5REXClL8_60000_70000_accordion_1,3,The sounding object in front of the piano.,0.3289360936989077
56_Unf49ZyM_50000_60000,56_Unf49ZyM_50000_60000_pipa_1,0,The object making a sound by being played by the woman on the left.,0.329057145788092
SFVZ2OklsVM_2715000_2725000,SFVZ2OklsVM_2715000_2725000_accordion_6,3,The object being played by the man with black hair.,0.3298641160182941
pG1aSAUbf4I_150000_160000,pG1aSAUbf4I_150000_160000_handpan_2,0,The handpan being played by a man in a black hat.,0.3299981523053518
SFVZ2OklsVM_2715000_2725000,SFVZ2OklsVM_2715000_2725000_accordion_2,3,The object making a sound by being played by the person on the right.,0.3300135328828247
BSkcM4ScyEs_150000_160000,BSkcM4ScyEs_150000_160000_couch_2,0,the couch.,0.3300445670635191
SFVZ2OklsVM_2715000_2725000,SFVZ2OklsVM_2715000_2725000_accordion_3,3,The object making a sound by being played by the man with black hair.,0.3300783977822872
SFVZ2OklsVM_2715000_2725000,SFVZ2OklsVM_2715000_2725000_accordion_1,3,The object making a sound by being played by the man in the right.,0.330236047805891
SFVZ2OklsVM_2715000_2725000,SFVZ2OklsVM_2715000_2725000_accordion_5,3,The object being played by the person on the right.,0.3309064860730409
SFVZ2OklsVM_2715000_2725000,SFVZ2OklsVM_2715000_2725000_accordion_4,3,The object being played by the man on the right.,0.3310889463448662
BSkcM4ScyEs_150000_160000,BSkcM4ScyEs_150000_160000_couch_4,0,The object occupied by the man.,0.3311777589682727
lcOP60uXMeI_20000_30000,lcOP60uXMeI_20000_30000_cello_6,1,The tempo of the instrument increases over time.,0.3315421012436862
UYUH7Jmfp3g_13000_23000,UYUH7Jmfp3g_13000_23000_sitar_5,0,The object being played by the man on the right.,0.3318009772960674
UYUH7Jmfp3g_13000_23000,UYUH7Jmfp3g_13000_23000_sitar_6,0,The object being played by the man in black.,0.3318499982486162
UYUH7Jmfp3g_13000_23000,UYUH7Jmfp3g_13000_23000_sitar_4,0,The object being played by the person on the right.,0.3320183204801277
56_Unf49ZyM_50000_60000,56_Unf49ZyM_50000_60000_pipa_4,0,The object being played by the woman on the left.,0.3329130681044602
CVA8LpBW3Sc_76000_86000,CVA8LpBW3Sc_76000_86000_cello_5,1,The object emitting sound through manipulation by the woman.,0.3332627125050272
UYUH7Jmfp3g_13000_23000,UYUH7Jmfp3g_13000_23000_sitar_3,0,The object making a sound by being played by the man in black.,0.334814137651147
UYUH7Jmfp3g_13000_23000,UYUH7Jmfp3g_13000_23000_sitar_1,0,the object making a sound by being played by the person on the right.,0.3353301993346599
UYUH7Jmfp3g_13000_23000,UYUH7Jmfp3g_13000_23000_sitar_2,0,The object making a sound by being played by the man on the right.,0.3354172995882962
LxIi6zy5zJ4_0_10000,LxIi6zy5zJ4_0_10000_cat_1,0,The cat with three different colors of fur.,0.3354847579907646
SFVZ2OklsVM_2765000_2775000,SFVZ2OklsVM_2765000_2775000_accordion_4,3,The object held by the man with black hair.,0.3367135674714022
SFVZ2OklsVM_2765000_2775000,SFVZ2OklsVM_2765000_2775000_accordion_5,3,The object held by the man on the right.,0.3367449406823149
56_Unf49ZyM_50000_60000,56_Unf49ZyM_50000_60000_pipa_6,0,The sounding entity near the woman on the left.,0.336979947473755
puugfzdXYz4_30000_40000,puugfzdXYz4_30000_40000_bass_4,0,To the right of the singing man_the sounding object stood.,0.3375170481917253
SFVZ2OklsVM_2765000_2775000,SFVZ2OklsVM_2765000_2775000_accordion_3,3,The object making a sound by being played by the man on the right.,0.3377711270273613
ZU0JSxWk1Po_16000_26000,ZU0JSxWk1Po_16000_26000_guzheng_1,1,The object making a sound by being played by the woman on the right.,0.3377951383598558
SFVZ2OklsVM_2765000_2775000,SFVZ2OklsVM_2765000_2775000_accordion_6,3,The object being played by the man on the right.,0.3379613307840102
SFVZ2OklsVM_2765000_2775000,SFVZ2OklsVM_2765000_2775000_accordion_1,3,The object being held by man with black hair.,0.3380482597250053
BSkcM4ScyEs_150000_160000,BSkcM4ScyEs_150000_160000_couch_6,0,The sofa occupied by a man.,0.338152298374903
SFVZ2OklsVM_2765000_2775000,SFVZ2OklsVM_2765000_2775000_accordion_2,3,The object being held by the man on the right.,0.338181573096333
LxIi6zy5zJ4_0_10000,LxIi6zy5zJ4_0_10000_cat_4,0,The cat displaying three different colors of fur.,0.3383165192686387
56_Unf49ZyM_50000_60000,56_Unf49ZyM_50000_60000_pipa_3,0,The sounding object near the woman on the left.,0.3395945418748642
ZU0JSxWk1Po_16000_26000,ZU0JSxWk1Po_16000_26000_guzheng_3,1,The sounding object in front of the woman on the right.,0.3403456864286675
AxjZti5_t94_42000_52000,AxjZti5_t94_42000_52000_pipa_1,0,The sounding object on the left of the guzheng.,0.3405978436857467
56_Unf49ZyM_50000_60000,56_Unf49ZyM_50000_60000_pipa_5,0,The sounding entity to the left of the guzheng.,0.3407706864075092
JrpAtKkqQ_A_12000_22000,JrpAtKkqQ_A_12000_22000_guitar_4,1,The object being played by the man on the left.,0.3415032494375338
JrpAtKkqQ_A_12000_22000,JrpAtKkqQ_A_12000_22000_guitar_5,1,The object being played by a singing man.,0.3424834069340204
2GSMIkobu5A_50000_60000,2GSMIkobu5A_50000_60000_harp_3,0,The sounding object on the left of the piano.,0.3425463320738633
dUcOkRkz6bA_387000_397000,dUcOkRkz6bA_387000_397000_man_1,6,The man in the middle.,0.342889111306165
AxjZti5_t94_42000_52000,AxjZti5_t94_42000_52000_guzheng_1,3,The object making a sound by the woman sitting on the right.,0.3437114655418797
puugfzdXYz4_30000_40000,puugfzdXYz4_30000_40000_bass_1,0,The sounding object on the right of the singing man.,0.3438639904034021
AxjZti5_t94_42000_52000,AxjZti5_t94_42000_52000_pipa_2,0,The first object to make a sound.,0.3445946281863756
4rerQA8KMzM_10000_20000,4rerQA8KMzM_10000_20000_guitar_1,1,The object making a sound by being played by the man.,0.3446567800895111
JrpAtKkqQ_A_12000_22000,JrpAtKkqQ_A_12000_22000_guitar_2,1,The object making a sound by being played by a man singing.,0.3459808115849671
4rerQA8KMzM_10000_20000,4rerQA8KMzM_10000_20000_guitar_4,1,The object manipulated by the man for sound production.,0.3461492862285335
dUcOkRkz6bA_387000_397000,dUcOkRkz6bA_387000_397000_bass_3,3,The sounding object in front of the singing man.,0.3462427490729812
JrpAtKkqQ_A_12000_22000,JrpAtKkqQ_A_12000_22000_guitar_1,1,The object making a sound by being played by the man on the left.,0.3463267899447954
dUcOkRkz6bA_387000_397000,dUcOkRkz6bA_387000_397000_bass_6,3,The sounding object in front of the singing individual.,0.347254140206695
56_Unf49ZyM_50000_60000,56_Unf49ZyM_50000_60000_pipa_2,0,The sounding object on the left of the guzheng.,0.3498118163908655
puugfzdXYz4_30000_40000,puugfzdXYz4_30000_40000_bass_2,2,The sounding object near the sounding man.,0.3504055942669754
4HXvK9zcoyk_115000_125000,4HXvK9zcoyk_115000_125000_woman_1,0,The object making a sound by singing a song.,0.3506970267868506
oVK2QsKq8ak_186000_196000,oVK2QsKq8ak_186000_196000_ukulele_4,3,The instrument being played by the girl_emitting sound.,0.3509458503949974
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_piano_6,1,The object being played by the woman_producing sound.,0.3514956942785064
EKM1wu2vXy4_26000_36000,EKM1wu2vXy4_26000_36000_ukulele_2,1,The object that keeps making sound at all times.,0.353406561745856
OFgcrlxku9g_160000_170000,OFgcrlxku9g_160000_170000_cello_6,2,The sounding entity near the woman.,0.353768179866761
FHSoSamzdAY_845000_855000,FHSoSamzdAY_845000_855000_woman_1,2,The object making a sound by playing the violin.,0.3547021510577043
zstao4nIPmU_250000_260000,zstao4nIPmU_250000_260000_man_1,0,The sounding object.,0.3558386299120815
hYt2Qf438l8_40000_50000,hYt2Qf438l8_40000_50000_cello_4,0,The initial sound-producing object.,0.3566011157631181
9xp46AwF9BY_38000_48000,9xp46AwF9BY_38000_48000_violin_3,6,The object making a sound by being played by the man on the left.,0.3589620032508188
8CNsNi5mmSE_58000_68000,8CNsNi5mmSE_58000_68000_pipa_2,0,The object making a sound by being played by the girl on the left.,0.3590700387690498
8CNsNi5mmSE_58000_68000,8CNsNi5mmSE_58000_68000_pipa_1,0,the object making a sound by being played by the person on the left.,0.3590883511491517
7pWa_kcAoMg_49000_59000,7pWa_kcAoMg_49000_59000_cello_1,1,The object making a sound by being played by the woman.,0.3608125714924404
8CNsNi5mmSE_58000_68000,8CNsNi5mmSE_58000_68000_pipa_5,0,The object being played by the girl on the left.,0.3610702938212975
8CNsNi5mmSE_58000_68000,8CNsNi5mmSE_58000_68000_pipa_4,0,The object being played by the individual on the left.,0.3611050540292928
UYUH7Jmfp3g_76000_86000,UYUH7Jmfp3g_76000_86000_sitar_3,0,The object making a sound by being played by the man on the right.,0.361850602833801
UYUH7Jmfp3g_76000_86000,UYUH7Jmfp3g_76000_86000_sitar_2,0,The object making a sound by being played by the person on the right.,0.3622032182233479
UYUH7Jmfp3g_76000_86000,UYUH7Jmfp3g_76000_86000_sitar_4,0,The object being played by the man in black.,0.3627966090348307
8CNsNi5mmSE_58000_68000,8CNsNi5mmSE_58000_68000_pipa_6,0,The item held by the woman on the left.,0.3630413760601624
7pWa_kcAoMg_49000_59000,7pWa_kcAoMg_49000_59000_cello_2,1,the object making a sound by being played by a woman.,0.3630423766497249
UYUH7Jmfp3g_76000_86000,UYUH7Jmfp3g_76000_86000_sitar_5,0,The object being played by the person on the right.,0.36309131015896
UYUH7Jmfp3g_76000_86000,UYUH7Jmfp3g_76000_86000_sitar_6,0,The object being played by the man on the right.,0.3634439525397914
8CNsNi5mmSE_58000_68000,8CNsNi5mmSE_58000_68000_pipa_3,0,The object being held by the woman on the left.,0.3636369382257806
4ZPJ867OBo4_75000_85000,4ZPJ867OBo4_75000_85000_piano_5,2,The sounding entity behind the standing woman.,0.3639338035738841
oVK2QsKq8ak_186000_196000,oVK2QsKq8ak_186000_196000_ukulele_1,3,The object making a sound by being played by the girl.,0.3647431548934642
UYUH7Jmfp3g_76000_86000,UYUH7Jmfp3g_76000_86000_sitar_1,0,The object making a sound by being played by the man in black.,0.3648632968258885
DOe5REXClL8_60000_70000,DOe5REXClL8_60000_70000_accordion_3,3,The object held by the man.,0.3651661157907349
topmJqYT-Ts_1000_11000,topmJqYT-Ts_1000_11000_saxophone_5,0,To the left of the cello_the sounding object stood.,0.3653803763907843
topmJqYT-Ts_1000_11000,topmJqYT-Ts_1000_11000_saxophone_1,0,The object making a sound by being played by the woman on the left.,0.3681291160638552
JgkUToh3HeY_49000_59000,JgkUToh3HeY_49000_59000_pipa_2,0,The object making a sound by being played by the man.,0.3690918396586274
topmJqYT-Ts_1000_11000,topmJqYT-Ts_1000_11000_saxophone_4,0,Controlled by the woman on the left_the object sounded.,0.3719527324829441
f0jKjIOFzAY_225000_235000,f0jKjIOFzAY_225000_235000_cello_4,1,The sounding object to the left of the saxophone.,0.3726115078138254
f0jKjIOFzAY_243000_253000,f0jKjIOFzAY_243000_253000_cello_4,1,The item held by the woman.,0.3731925351939084
